code,faults,severity,occurrence
always @(posedge clk) q <= a;,Clock skew fault (Edge-triggered always block may cause clock skew),8,20
`define SIZE 8,Macro expansion fault (Macro definition may cause expansion issues),3,5
assign y = a ^ clk;,Path delay fault (XOR operations may cause path delays),5,10
assign y = a ^ clk;,Bridging fault (Assignment may cause bridging faults),6,12
assign y = a ^ clk;,Bridging fault (Continuous assignment may cause bridging faults),6,12
`define SIZE 8,Macro expansion fault (Macro definition may cause expansion issues),3,5
reg [3:0] a;,Stuck-at fault (Register declaration may cause stuck-at faults),7,15
always @(posedge rst) q <= rst;,Bridging fault (Assignment may cause bridging faults),6,12
always @(posedge rst) q <= rst;,Bridging fault (Non-blocking assignment may cause bridging faults),6,12
always @(posedge rst) q <= rst;,Clock skew fault (Edge-triggered always block may cause clock skew),8,20
assign y = b | d;,Path delay fault (OR operations may cause path delays),5,10
assign y = b | d;,Bridging fault (Assignment may cause bridging faults),6,12
assign y = b | d;,Bridging fault (Continuous assignment may cause bridging faults),6,12
assign y = c ^ b;,Path delay fault (XOR operations may cause path delays),5,10
assign y = c ^ b;,Bridging fault (Assignment may cause bridging faults),6,12
assign y = c ^ b;,Bridging fault (Continuous assignment may cause bridging faults),6,12
`define SIZE 8,Macro expansion fault (Macro definition may cause expansion issues),3,5
case (a) 0: y = 1; endcase,Bridging fault (Assignment may cause bridging faults),6,12
case (a) 0: y = 1; endcase,Stuck-at fault (Case statements may cause stuck-at faults),7,15
assign y = rst ^ a;,Path delay fault (XOR operations may cause path delays),5,10
assign y = rst ^ a;,Bridging fault (Assignment may cause bridging faults),6,12
assign y = rst ^ a;,Bridging fault (Continuous assignment may cause bridging faults),6,12
case (b) 0: y = 1; endcase,Bridging fault (Assignment may cause bridging faults),6,12
case (b) 0: y = 1; endcase,Stuck-at fault (Case statements may cause stuck-at faults),7,15
if (clk == 1) y = d;,Bridging fault (Assignment may cause bridging faults),6,12
if (clk == 1) y = d;,Stuck-at fault (Conditional statements may cause stuck-at faults),7,15
force c = 1;,Bridging fault (Assignment may cause bridging faults),6,12
force c = 1;,Contention fault (Force statement may cause signal contention),7,15
fork #5 rst = 1; join,Bridging fault (Assignment may cause bridging faults),6,12
fork #5 rst = 1; join,Race condition fault (Fork-join may cause race conditions),8,20
fork #5 rst = 1; join,Race condition fault (Fork-join may cause race conditions),8,20
fork #5 rst = 1; join,Delay fault (Delay specification may cause timing issues),6,12
if (b == 1) y = d;,Bridging fault (Assignment may cause bridging faults),6,12
if (b == 1) y = d;,Stuck-at fault (Conditional statements may cause stuck-at faults),7,15
if (c == 1) y = c;,Bridging fault (Assignment may cause bridging faults),6,12
if (c == 1) y = c;,Stuck-at fault (Conditional statements may cause stuck-at faults),7,15
`define SIZE 8,Macro expansion fault (Macro definition may cause expansion issues),3,5
assign y = b & c & b;,Path delay fault (AND operations may cause path delays),5,10
assign y = b & c & b;,Bridging fault (Assignment may cause bridging faults),6,12
assign y = b & c & b;,Bridging fault (Continuous assignment may cause bridging faults),6,12
reg [3:0] b;,Stuck-at fault (Register declaration may cause stuck-at faults),7,15
wire [3:0] a;,Open fault (Wire declaration may lead to open circuits),4,8
"`include ""file.v""",Missing file fault (Include directive may cause missing file issues),3,5
wait (c == 1);,Bridging fault (Assignment may cause bridging faults),6,12
wait (c == 1);,Livelock fault (Wait statement may cause livelock),9,18
always @(*) y = b & clk;,Path delay fault (AND operations may cause path delays),5,10
always @(*) y = b & clk;,Bridging fault (Assignment may cause bridging faults),6,12
always @(*) y = b & clk;,Combinational loop fault (Level-sensitive always block may cause combinational loops),9,18
always @(posedge clk) q <= clk;,Bridging fault (Assignment may cause bridging faults),6,12
always @(posedge clk) q <= clk;,Bridging fault (Non-blocking assignment may cause bridging faults),6,12
always @(posedge clk) q <= clk;,Clock skew fault (Edge-triggered always block may cause clock skew),8,20
always @(*) y = rst & b;,Path delay fault (AND operations may cause path delays),5,10
always @(*) y = rst & b;,Bridging fault (Assignment may cause bridging faults),6,12
always @(*) y = rst & b;,Combinational loop fault (Level-sensitive always block may cause combinational loops),9,18
if (clk == 1) y = clk;,Bridging fault (Assignment may cause bridging faults),6,12
if (clk == 1) y = clk;,Stuck-at fault (Conditional statements may cause stuck-at faults),7,15
fork #5 b = 1; join,Bridging fault (Assignment may cause bridging faults),6,12
fork #5 b = 1; join,Race condition fault (Fork-join may cause race conditions),8,20
fork #5 b = 1; join,Race condition fault (Fork-join may cause race conditions),8,20
fork #5 b = 1; join,Delay fault (Delay specification may cause timing issues),6,12
always @(*) y = c & b;,Path delay fault (AND operations may cause path delays),5,10
always @(*) y = c & b;,Bridging fault (Assignment may cause bridging faults),6,12
always @(*) y = c & b;,Combinational loop fault (Level-sensitive always block may cause combinational loops),9,18
always @(posedge clk) q <= a;,Bridging fault (Assignment may cause bridging faults),6,12
always @(posedge clk) q <= a;,Bridging fault (Non-blocking assignment may cause bridging faults),6,12
always @(posedge clk) q <= a;,Clock skew fault (Edge-triggered always block may cause clock skew),8,20
assign y = ~a;,Stuck-at fault (Inverter may cause stuck-at faults),7,15
assign y = ~a;,Bridging fault (Assignment may cause bridging faults),6,12
assign y = ~a;,Bridging fault (Continuous assignment may cause bridging faults),6,12
assign y = ~rst;,Stuck-at fault (Inverter may cause stuck-at faults),7,15
assign y = ~rst;,Bridging fault (Assignment may cause bridging faults),6,12
assign y = ~rst;,Bridging fault (Continuous assignment may cause bridging faults),6,12
assign y = b & c & clk;,Path delay fault (AND operations may cause path delays),5,10
assign y = b & c & clk;,Bridging fault (Assignment may cause bridging faults),6,12
assign y = b & c & clk;,Bridging fault (Continuous assignment may cause bridging faults),6,12
`define SIZE 8,Macro expansion fault (Macro definition may cause expansion issues),3,5
fork #5 c = 1; join,Bridging fault (Assignment may cause bridging faults),6,12
fork #5 c = 1; join,Race condition fault (Fork-join may cause race conditions),8,20
fork #5 c = 1; join,Race condition fault (Fork-join may cause race conditions),8,20
fork #5 c = 1; join,Delay fault (Delay specification may cause timing issues),6,12
wait (b == 1);,Bridging fault (Assignment may cause bridging faults),6,12
wait (b == 1);,Livelock fault (Wait statement may cause livelock),9,18
fork #5 c = 1; join,Bridging fault (Assignment may cause bridging faults),6,12
fork #5 c = 1; join,Race condition fault (Fork-join may cause race conditions),8,20
fork #5 c = 1; join,Race condition fault (Fork-join may cause race conditions),8,20
fork #5 c = 1; join,Delay fault (Delay specification may cause timing issues),6,12
fork #5 c = 1; join,Bridging fault (Assignment may cause bridging faults),6,12
fork #5 c = 1; join,Race condition fault (Fork-join may cause race conditions),8,20
fork #5 c = 1; join,Race condition fault (Fork-join may cause race conditions),8,20
fork #5 c = 1; join,Delay fault (Delay specification may cause timing issues),6,12
always @(*) y = rst & d;,Path delay fault (AND operations may cause path delays),5,10
always @(*) y = rst & d;,Bridging fault (Assignment may cause bridging faults),6,12
always @(*) y = rst & d;,Combinational loop fault (Level-sensitive always block may cause combinational loops),9,18
assign y = ~a;,Stuck-at fault (Inverter may cause stuck-at faults),7,15
assign y = ~a;,Bridging fault (Assignment may cause bridging faults),6,12
assign y = ~a;,Bridging fault (Continuous assignment may cause bridging faults),6,12
always @(*) y = rst & a;,Path delay fault (AND operations may cause path delays),5,10
